,Movie Title,Revenue,popularity,vote_count,vote_average,language,genre_ids
1049,Eat Pray Love,80574010,12.229,1426,6.1,en,[18]
1050,The Texas Chainsaw Massacre,80571655,13.177,1436,6.1,en,[27]
1051,Zookeeper,80360843,11.774,1018,5.4,en,"[35, 10749, 10751]"
1052,What Happens in Vegas,80277646,10.929,1929,6.0,en,"[35, 10749]"
1053,The Dukes of Hazzard,80270227,10.742,632,5.3,en,"[28, 12, 35]"
1054,The Wedding Singer,80245725,9.512,988,6.6,en,"[35, 10749]"
1055,Saw III,80238724,12.053,2531,6.4,en,"[80, 27, 53]"
1056,Disturbia,80209692,10.729,2130,6.6,en,"[18, 9648, 53]"
1057,Nacho Libre,80197993,9.513,718,5.6,en,"[35, 10751]"
1058,Jumper,80172128,14.572,3563,6.0,en,"[12, 14, 878]"
1059,Goosebumps,80080379,24.198,2470,6.2,en,"[12, 35, 27]"
1060,Jack Reacher,80070736,20.692,4509,6.5,en,"[80, 18, 53, 28]"
1061,Cloverfield,80048433,13.363,4503,6.5,en,"[28, 53, 878]"
1062,Footloose,80035402,10.836,1140,6.5,en,"[18, 10749]"
1063,Footloose,80035402,10.457,1054,6.6,en,"[18, 10402, 10749]"
1064,Footloose,51802742,10.836,1140,6.5,en,"[18, 10749]"
1065,Footloose,51802742,10.457,1054,6.6,en,"[18, 10402, 10749]"
1066,Dear John,80014842,17.566,2997,6.8,en,"[18, 10749, 10752]"
1067,Men in Black: International,80001807,25.03,2105,5.9,en,"[35, 878]"
1068,Knowing,79957634,14.873,3060,6.0,en,"[28, 12, 18, 9648, 878, 53]"
1069,War Horse,79884879,12.171,2100,7.2,en,"[28, 18, 10752]"
1070,The Golden Child,79817937,9.267,600,5.8,en,"[28, 12, 35, 14, 9648]"
1071,Dark Shadows,79727149,13.398,4734,5.9,en,"[35, 14]"
1072,Hannah Montana: The Movie,79576189,13.372,1239,6.4,en,"[35, 18, 10402, 10749, 10751]"
1073,WarGames,79567667,10.195,967,7.1,en,"[53, 878]"
1074,The Day the Earth Stood Still,79366978,18.294,568,7.5,en,[878]
1075,The Day the Earth Stood Still,79366978,15.2,1977,5.4,en,"[18, 878, 53]"
1076,Limitless,79249455,14.064,7029,7.2,en,"[53, 9648, 878]"
1077,The Purge: Election Year,79213375,16.615,3267,6.3,en,"[28, 27, 53]"
1078,Cape Fear,79091969,11.358,1673,7.2,en,[53]
1079,Star Trek II: The Wrath of Khan,78912963,8.161,1113,7.5,en,"[28, 12, 878, 53]"
1080,48 Hrs.,78868508,11.936,745,6.6,en,"[53, 28, 35, 80, 18]"
1081,The Naked Gun: From the Files of Police Squad!,78756177,11.001,2039,7.2,en,"[35, 80]"
1082,Pixels,78747585,24.062,4916,5.6,en,"[28, 35, 878]"
1083,City of Angels,78685114,10.622,1163,6.7,en,"[18, 14, 10749]"
1084,The English Patient,78676425,13.958,1136,7.1,en,"[18, 10749, 10752]"
1085,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,78656813,9.659,567,6.0,en,"[28, 12, 35, 878, 10751]"
1086,A.I. Artificial Intelligence,78616689,14.868,3915,7.0,en,"[12, 18, 878]"
1087,Cocktail,78222753,10.196,732,6.0,en,"[35, 18, 10749]"
1088,We Were Soldiers,78122718,14.526,1010,6.9,en,"[28, 36, 10752]"
1089,Tower Heist,78046570,9.997,1815,6.0,en,"[28, 35]"
1090,The Monuments Men,78031620,10.979,2431,6.0,en,"[28, 18, 36, 10752]"
1091,Man on Fire,77911774,17.263,2821,7.4,en,"[28, 18, 53]"
1092,The Terminal,77872883,15.206,4445,7.3,en,"[35, 18]"
1093,Backdraft,77868585,11.97,731,6.6,en,[80]
1094,Gangs of New York,77812000,15.841,4020,7.3,en,"[18, 36, 80]"
1095,Free Willy,77698625,9.163,1003,6.1,en,"[12, 18, 10751]"
1096,The Adventures of Tintin,77591831,16.641,3596,6.8,en,"[12, 16, 9648]"
1097,Philadelphia,77446440,10.959,2353,7.7,en,[18]
1098,March of the Penguins,77437223,9.289,676,7.1,fr,"[99, 10751]"
1099,Night School,77339130,10.754,960,6.0,en,[35]
1100,Parental Guidance,77267296,7.771,301,5.9,en,[35]
1101,Where the Wild Things Are,77233467,7.276,1097,6.4,en,"[10751, 14, 878]"
1102,The A-Team,77222099,11.255,2986,6.3,en,"[28, 12, 35, 80, 53]"
1103,Poltergeist,77142388,18.61,1608,5.1,en,"[27, 53]"
1104,Poltergeist,77142388,12.5,1552,7.1,en,[27]
1105,Poltergeist,47425125,18.61,1608,5.1,en,"[27, 53]"
1106,Poltergeist,47425125,12.5,1552,7.1,en,[27]
1107,U-571,77122415,11.822,611,6.3,en,"[28, 18, 53, 10752]"
1108,Alice Through the Looking Glass,77041381,19.136,4317,6.5,en,"[12, 14, 10751]"
1109,27 Dresses,76808654,10.029,2170,6.3,en,"[35, 10749]"
1110,Training Day,76631907,16.755,3241,7.4,en,"[28, 80, 18, 53]"
1111,Father of the Bride Part II,76594107,8.909,373,6.2,en,[35]
1112,Romancing the Stone,76572238,11.854,948,6.7,en,"[28, 12, 35, 10749]"
1113,Rugrats in Paris: The Movie,76507756,10.83,221,6.2,en,"[12, 16, 35, 10751]"
1114,Star Trek III: The Search for Spock,76471046,7.66,738,6.6,en,"[878, 28, 12, 53]"
1115,Knight and Day,76423035,11.277,2778,6.1,en,"[28, 35]"
1116,Fantasia,76408097,12.867,1738,7.4,en,"[16, 10751]"
1117,Dolittle,76388505,53.358,567,6.4,en,"[12, 35, 14, 10751]"
1118,Paddington,76271832,9.108,2140,7.1,en,"[12, 35, 10751]"
1119,The Untouchables,76270454,15.695,3213,7.8,en,"[80, 18, 36, 53]"
1120,Pete's Dragon,76233151,10.545,1475,6.3,en,"[12, 14, 10751]"
1121,Pete's Dragon,76233151,8.861,405,6.3,en,"[16, 35, 14, 10751]"
1122,The Ring Two,76231249,12.542,1404,5.7,en,"[18, 27, 53]"
1123,Cocoon,76113124,8.566,670,6.5,en,[878]
1124,Conspiracy Theory,75982834,13.193,801,6.5,en,"[28, 18, 9648, 53]"
1125,Constantine,75976178,24.013,3750,6.8,en,"[18, 14, 27]"
1126,The Jewel of the Nile,75973200,10.545,585,6.2,en,"[28, 12, 35, 10749]"
1127,The Haunted Mansion,75847266,9.564,1186,5.5,en,"[35, 14, 9648, 53, 10751]"
1128,The Family Man,75793305,10.036,1080,6.7,en,"[35, 18, 14, 10749]"
1129,Barbershop,75782105,9.577,237,6.2,en,"[35, 18]"
1130,The Intern,75764672,11.378,3876,7.1,en,[35]
1131,Star Trek: Generations,75671125,8.242,728,6.5,en,"[28, 12, 878, 53]"
1132,Contagion,75658097,37.053,2492,6.3,en,"[18, 878, 53]"
1133,"You, Me and Dupree",75628110,9.288,834,5.5,en,"[35, 10749]"
1134,We Bought a Zoo,75624550,9.056,1698,6.7,en,"[35, 18, 10751]"
1135,2 Guns,75612460,14.535,2598,6.5,en,"[28, 35, 80]"
1136,Braveheart,75609945,19.923,6159,7.9,en,"[28, 18, 36, 10752]"
1137,Moneyball,75605492,25.573,2592,7.2,en,[18]
1138,The Rookie,75600072,10.094,204,6.7,en,"[18, 10751]"
1139,The Rookie,75600072,8.726,265,5.8,en,"[28, 80, 18, 53]"
1140,Zombieland,75590286,20.289,7801,7.2,en,"[35, 27]"
1141,Old School,75585093,12.058,1018,6.5,en,[35]
1142,Any Given Sunday,75530832,11.566,926,6.9,en,[18]
1143,The Last of the Mohicans,75505856,13.897,1611,7.3,en,"[28, 12, 18, 36, 10749, 10752]"
1144,The Hitman's Bodyguard,75468583,22.759,3543,6.7,en,"[28, 35]"
1145,The Girl on the Train,75395035,12.811,3925,6.3,en,"[80, 18, 9648, 53, 10749]"
1146,The Horse Whisperer,75383563,10.076,679,6.9,en,"[18, 10749]"
1147,Garfield,75369589,13.728,2192,5.4,en,"[16, 35, 10751]"
1148,Ray,75331600,8.918,997,7.4,en,"[18, 10402]"
1149,Coraline,75286229,16.25,3597,7.6,en,"[16, 10751]"
1150,The Nightmare Before Christmas,75082668,19.708,5426,7.8,en,"[16, 14, 10751]"
1151,The Exorcism of Emily Rose,75072454,15.486,1593,6.4,en,"[80, 18, 27, 53]"
1152,Eragon,75030163,12.028,2170,5.0,en,"[14, 28, 12, 10751]"
1153,Star Trek VI: The Undiscovered Country,74888996,7.225,693,6.9,en,"[878, 28, 12, 53]"
1154,10,74865517,7.741,116,5.7,en,"[35, 10749]"
1155,The Prince of Tides,74787599,8.837,125,6.6,en,"[18, 10749]"
1156,Ladder 49,74541707,11.293,423,6.3,en,"[28, 18, 53]"
1157,Four Brothers,74494381,9.868,1160,6.7,en,"[28, 80]"
1158,Ben-Hur,74422622,11.991,1359,7.7,en,"[12, 36]"
1159,Ben-Hur,74422622,11.085,1154,5.6,en,"[28, 12, 18]"
1160,Six Days Seven Nights,74339294,13.035,717,5.7,en,"[28, 12, 35, 10749]"
1161,No Country for Old Men,74283625,21.707,6770,7.9,en,"[80, 18, 53]"
1162,Alien: Covenant,74262031,29.058,5478,5.9,en,"[27, 878, 53]"
1163,Beetlejuice,74220408,22.974,3588,7.3,en,"[35, 14]"
1164,Jack and Jill,74158157,10.294,1280,4.1,en,[35]
1165,Annabelle Comes Home,74152591,18.188,1254,6.1,en,"[27, 9648, 53]"
1166,Oliver & Company,74151346,11.241,926,6.7,en,"[16, 35, 10751]"
1167,Sin City,74103820,12.874,5152,7.4,en,"[28, 80, 53]"
1168,Along Came a Spider,74078174,12.265,882,6.3,en,"[28, 80, 9648, 53]"
1169,Captain Underpants: The First Epic Movie,73921000,16.554,682,6.0,en,"[28, 16, 35, 10751]"
1170,Hugo,73864507,15.321,4672,7.1,en,"[12, 18, 10751]"
1171,Christmas with the Kranks,73780539,7.925,527,5.7,en,"[35, 10751]"
1172,Monster House,73661010,12.932,2325,6.5,en,"[16, 35, 10751, 14]"
1173,Deep Blue Sea,73648142,12.177,1313,5.8,en,"[28, 27, 53]"
1174,Law Abiding Citizen,73357727,12.81,2931,7.3,en,"[80, 18, 53]"
1175,Yesterday,73286650,21.434,1421,6.7,en,"[35, 14, 10749]"
1176,Spirit: Stallion of the Cimarron,73280117,18.094,2421,7.6,en,"[12, 16, 35, 18, 37, 10751]"
1177,A Madea Family Funeral,73257045,8.787,387,5.8,en,[35]
1178,Hollow Man,73209340,19.223,1373,5.7,en,"[28, 878, 53]"
1179,Zombieland: Double Tap,73123082,41.235,1566,6.9,en,"[28, 35, 27]"
1180,White House Down,73103784,12.651,3104,6.4,en,"[28, 18, 53]"
1181,John Carter,73078100,10.54,3661,6.1,en,"[28, 12, 878]"
1182,Hotel for Dogs,73034460,9.349,533,5.9,en,"[35, 10751]"
1183,Dinner for Schmucks,73026337,10.533,1059,5.6,en,[35]
1184,Justin Bieber: Never Say Never,73013910,10.334,259,5.1,en,"[99, 10402, 10751]"
1185,Jackass Number Two,72778712,8.035,578,6.3,en,"[28, 35, 99]"
1186,The Interpreter,72708161,11.706,798,6.3,en,"[80, 53]"
1187,National Lampoon's Christmas Vacation,72705146,14.931,1283,7.3,en,[35]
1188,Storks,72679278,13.332,1470,6.6,en,"[12, 16, 35, 10751]"
1189,Barnyard,72637803,11.139,551,5.6,en,"[16, 35, 10751]"
1190,I Know What You Did Last Summer,72586134,10.738,1537,5.9,en,"[27, 9648, 53]"
1191,My Fair Lady,72560711,10.601,694,7.7,en,"[18, 10749]"
1192,Bridge of Spies,72313754,13.918,4739,7.2,en,"[18, 53]"
1193,Dolphin Tale,72286779,6.764,385,6.9,en,"[18, 10751]"
1194,Vantage Point,72266306,10.236,1249,6.3,en,"[28, 80, 18, 53]"
1195,Ace Ventura: Pet Detective,72217396,16.804,3511,6.5,en,"[35, 9648]"
1196,The Cannonball Run,72179579,9.666,306,6.2,en,"[28, 35]"
1197,A Bad Moms Christmas,72110659,13.094,1265,6.3,en,[35]
1198,Get Shorty,72101622,10.845,549,6.5,en,"[35, 53, 80]"
1199,This Is It,72091016,8.944,523,6.9,en,"[10402, 99]"
1200,10 Cloverfield Lane,72082998,18.042,5115,6.9,en,"[18, 27, 878, 53]"
1201,Fred Claus,72006777,10.983,491,5.6,en,"[28, 35, 18]"
1202,1408,71985628,12.371,2591,6.6,en,"[27, 53]"
1203,The Purge: Anarchy,71962800,25.942,4212,6.6,en,"[27, 53]"
1204,John Q,71756802,11.295,1226,7.1,en,"[80, 18, 53]"
1205,RV,71726025,10.666,1024,5.8,en,[35]
1206,Mama,71628180,9.478,2725,6.1,en,[27]
1207,Galaxy Quest,71583916,18.15,1252,7.0,en,"[35, 878, 10751]"
1208,Stargate,71567262,15.098,1861,6.9,en,"[28, 12, 878]"
1209,Bridget Jones's Diary,71543427,13.684,3141,6.7,en,"[35, 18, 10749]"
1210,The Bridges of Madison County,71516617,8.361,945,7.6,en,"[18, 10749]"
1211,Chocolat,71509363,17.875,2088,6.9,en,"[35, 18, 10749]"
1212,Sideways,71503593,9.332,894,7.1,en,"[35, 18, 10749]"
1213,"I Love You, Man",71440011,10.527,1015,6.5,en,[35]
1214,Safe Haven,71349120,10.897,1599,7.2,en,[10749]
1215,Scary Movie 2,71308997,11.697,2683,5.7,en,[35]
1216,The Rescuers,71215869,14.123,1520,6.8,en,"[12, 16, 14, 10751]"
1217,The Spiderwick Chronicles,71195053,10.939,1565,6.5,en,"[12, 10751, 14, 18]"
1218,The Score,71107711,13.54,867,6.7,en,"[28, 80, 53, 9648]"
1219,Turner & Hooch,71079915,10.687,667,6.2,en,"[28, 35, 80, 53, 10751]"
1220,Paul Blart: Mall Cop 2,71038190,16.604,998,5.0,en,"[28, 35, 10751]"
1221,The Smurfs 2,71017784,11.299,1361,5.8,en,"[14, 10751, 35, 16]"
1222,Bird on a Wire,70978012,10.889,419,6.2,en,"[28, 12, 35, 10749]"
1223,Groundhog Day,70906973,16.463,4547,7.5,en,"[35, 18, 14, 10749]"
1224,Shallow Hal,70839203,8.56,1705,6.0,en,"[35, 10749]"
1225,White Chicks,70831760,10.669,1855,6.7,en,[35]
1226,Broken Arrow,70770147,11.446,811,5.9,en,[28]
1227,Any Which Way You Can,70687344,8.033,164,6.0,en,"[28, 12, 35]"
1228,No Strings Attached,70662220,10.682,3005,6.2,en,"[35, 10749]"
1229,All the President's Men,70600000,16.755,911,7.8,en,"[18, 36, 9648, 53]"
1230,The Best Man Holiday,70525195,7.906,167,6.7,en,[35]
1231,V for Vendetta,70511035,21.389,9135,7.9,en,"[28, 14, 53]"
1232,Mortal Kombat,70454098,9.684,1073,5.6,en,"[28, 14]"
1233,JFK,70405498,12.783,1050,7.7,en,"[18, 36, 53]"
1234,Shaft,70334258,15.892,785,6.5,en,"[28, 80]"
1235,Shaft,70334258,13.86,670,5.9,en,"[28, 12, 80, 53]"
1236,Shaft,70334258,7.723,148,6.6,en,"[12, 28, 53, 80]"
1237,Moonraker,70308099,15.979,1016,6.1,en,"[28, 12, 878, 53]"
1238,World Trade Center,70278893,8.709,907,6.1,en,"[18, 36, 53]"
1239,Rocky Balboa,70270943,12.604,1969,6.7,en,[18]
1240,Purple Rain,70261052,7.793,185,6.6,en,"[18, 10402, 10749]"
1241,The Big Short,70259870,16.998,5354,7.3,en,"[35, 18]"
1242,Fool's Gold,70231041,10.649,878,5.6,en,"[12, 35, 10749]"
1243,Star Trek: Insurrection,70187658,12.484,655,6.4,en,"[28, 12, 878, 53]"
1244,Grumpy Old Men,70172621,9.274,328,6.7,en,[35]
1245,Big Momma's House 2,70165972,10.657,923,5.6,en,"[35, 80]"
1246,Ferris Bueller's Day Off,70136369,13.809,2773,7.6,en,[35]
1247,The Golden Compass,70107728,12.321,3009,6.0,en,"[12, 14]"
1248,Kill Bill: Vol. 1,70099045,23.554,10876,7.9,en,"[28, 80]"
1249,Blade,70087718,19.181,3528,6.6,en,"[28, 27]"
1250,Boomerang,70052444,8.367,293,5.5,en,"[35, 10749]"
1251,Act of Valor,70012847,10.271,645,6.3,en,"[28, 53, 10752]"
1252,Born on the Fourth of July,70001698,10.375,854,7.0,en,"[18, 10752]"
1253,Seven Pounds,69951824,11.166,4397,7.6,en,[18]
1254,Private Benjamin,69847348,8.393,189,6.1,en,[35]
1255,Splash,69821334,10.484,704,6.2,en,"[35, 14, 10749]"
1256,Swordfish,69772969,13.05,1647,6.2,en,"[28, 80, 53]"
1257,The Kid,69691949,11.84,999,8.3,en,"[35, 18]"
1258,The Kid,69691949,9.324,501,6.2,en,"[35, 14, 10751]"
1259,The Kid,69691949,10.364,98,6.1,en,"[18, 37]"
1260,Nine Months,69684532,7.922,351,5.6,en,"[10749, 35]"
1261,Divine Secrets of the Ya-Ya Sisterhood,69599016,9.304,135,6.1,en,"[35, 18, 10749]"
1262,The First Purge,69488745,18.169,2207,5.8,en,"[28, 27, 878, 53]"
1263,Hot Shots!,69467617,11.286,1122,6.5,en,"[28, 35, 10752]"
1264,The Thomas Crown Affair,69305181,9.539,642,6.7,en,"[18, 80, 10749]"
1265,The Thomas Crown Affair,69305181,10.646,225,7.0,en,"[80, 10749]"
1266,Vertical Limit,69243859,9.082,560,5.9,en,"[28, 12, 53]"
1267,Game Night,69179066,15.123,3325,6.9,en,"[35, 80, 9648]"
1268,Lost in Space,69117629,11.924,714,5.2,en,"[12, 878]"
1269,Angel Has Fallen,69030436,41.718,1223,6.0,en,"[28, 53]"
1270,Scary Stories to Tell in the Dark,68947075,19.716,940,6.3,en,"[27, 53]"
1271,Cool Runnings,68856263,11.094,1093,7.0,en,"[35, 36]"
1272,Witness,68706993,10.181,801,7.1,en,"[80, 18, 10749, 53]"
1273,Sahara,68671925,11.244,819,5.8,en,"[28, 12, 35, 18, 9648]"
1274,Sahara,68671925,10.154,166,5.6,fr,"[12, 16, 35, 10751]"
1275,Book Club,68566296,9.305,414,6.1,en,"[35, 18, 10749]"
1276,Percy Jackson: Sea of Monsters,68559554,15.183,3472,5.9,en,"[12, 14, 10751]"
1277,The House with a Clock in Its Walls,68549695,15.135,1216,6.2,en,"[14, 10751]"
1278,Road Trip,68540777,9.455,1033,6.0,en,"[35, 12]"
1279,Blue Streak,68518533,10.788,765,6.2,en,"[28, 35, 80]"
1280,Skyscraper,68420120,21.709,2666,6.1,en,[28]
1281,Skyscraper,68420120,4.862,24,3.7,en,"[28, 12]"
1282,Bring It On,68379000,8.744,1037,6.0,en,[35]
1283,Obsessed,68261644,8.396,345,5.6,en,"[18, 53]"
1284,Mr. Popper's Penguins,68224452,10.338,1791,5.8,en,"[35, 10751]"
1285,Octopussy,67893619,17.091,1004,6.3,en,"[28, 12, 53]"
1286,War Room,67790117,8.984,201,7.6,en,"[18, 10749]"
1287,Insidious: The Last Key,67745330,12.592,1554,6.1,en,"[27, 9648, 53]"
1288,A Perfect Murder,67638368,10.075,672,6.4,en,"[80, 18, 53]"
1289,The Tourist,67631157,17.392,3570,6.1,en,"[28, 53, 10749]"
1290,This Is 40,67544505,10.608,1419,5.7,en,[35]
1291,Heat,67436818,18.367,3694,7.8,en,"[28, 80, 18, 53]"
1292,Holes,67406573,7.796,771,6.8,en,"[12, 35, 18, 10751]"
1293,Instant Family,67363237,14.571,1251,7.6,en,"[35, 18]"
1294,Insomnia,67355513,12.342,2578,6.9,en,"[80, 9648, 53]"
1295,A Good Day to Die Hard,67349198,15.457,4703,5.2,en,"[28, 53]"
1296,Hidalgo,67303450,13.437,628,6.6,en,"[28, 12, 37]"
1297,Role Models,67294270,10.747,1064,6.4,en,[35]
1298,Lights Out,67268835,10.044,2509,6.3,en,"[18, 27, 9648, 53]"
1299,Coach Carter,67264877,10.089,1246,7.5,en,[18]
1300,Hacksaw Ridge,67209615,21.847,7498,8.1,en,"[18, 36, 10752]"
1301,Coal Miner's Daughter,67182787,8.494,130,7.2,en,"[18, 10402]"
1302,Race to Witch Mountain,67172594,10.194,991,5.6,en,"[28, 12, 14, 878, 53, 10751]"
1303,The Forgotten,67133509,9.155,647,5.7,en,"[18, 27, 9648, 878, 53]"
1304,Dante's Peak,67127760,11.327,927,5.9,en,"[28, 12, 53, 18]"
1305,The Bounty Hunter,67061228,10.515,1853,5.8,en,"[28, 35, 18]"
1306,The Secret of My Success,66995879,8.602,299,6.3,en,[35]
1307,102 Dalmatians,66957026,11.775,830,5.4,en,"[35, 10751]"
1308,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",66954149,9.305,906,6.2,en,"[10751, 35]"
1309,Kangaroo Jack,66934963,9.285,442,4.6,en,"[28, 12, 35, 80, 10751]"
1310,End of Days,66889043,13.174,948,5.7,en,"[28, 14, 27, 9648]"
1311,The Mexican,66845033,10.908,840,5.8,en,"[28, 35, 80, 10749]"
1312,Changing Lanes,66818548,10.069,567,6.1,en,"[80, 53]"
1313,Big Fish,66809693,13.746,4432,7.8,en,"[12, 18, 14]"
1314,Uncle Buck,66758538,11.127,621,6.7,en,"[35, 18, 10751]"
1315,The Godfather: Part III,66666062,14.269,3370,7.4,en,"[80, 18, 53]"
1316,Charlie Wilson's War,66661095,7.639,752,6.6,en,"[35, 18, 36]"
1317,Legends of the Fall,66638883,14.327,1304,7.4,en,"[12, 18, 10749, 10752]"
1318,Contraband,66528000,8.347,1246,6.2,en,"[28, 80, 18, 53]"
1319,The Bone Collector,66518655,10.995,1856,6.7,en,"[80, 18, 9648, 53]"
1320,Spies in Disguise,66495518,105.707,251,7.2,en,"[28, 12, 16, 35]"
1321,Looper,66486205,12.92,7278,6.8,en,"[28, 53, 878]"
1322,The Final Destination,66477700,12.846,1839,5.6,en,"[27, 9648]"
1323,The League of Extraordinary Gentlemen,66465204,14.086,2433,5.9,en,"[28, 14, 878, 53]"
1324,Bowfinger,66384775,9.864,471,6.1,en,[35]
1325,Warm Bodies,66380662,12.18,4476,6.4,en,"[35, 27, 10749]"
1326,The Parent Trap,66308518,15.103,2105,7.0,en,"[35, 10751]"
1327,Kill Bill: Vol. 2,66208183,17.45,8695,7.8,en,"[28, 80, 53]"
1328,Allegiant,66184051,20.163,4578,6.0,en,"[28, 12, 9648, 878]"
1329,Smokey and the Bandit II,66132626,7.444,147,5.5,en,"[28, 35]"
1330,Herbie Fully Loaded,66023816,12.35,1373,5.3,en,"[12, 35, 14, 10749, 10751]"
1331,Magic Mike XXL,66013057,10.59,1230,6.2,en,"[35, 18]"
1332,The Manchurian Candidate,65955630,8.668,810,6.4,en,"[18, 9648, 53]"
1333,The Manchurian Candidate,65955630,11.157,323,7.8,en,"[18, 53]"
1334,Anaconda,65885767,13.373,1362,4.9,en,"[12, 27, 53]"
1335,The Muppet Movie,65810475,9.486,290,7.1,en,"[10402, 12, 35, 10751]"
1336,Bad Boys,65807024,16.419,3515,6.6,en,"[28, 35, 80, 53]"
1337,Stakeout,65673233,7.53,192,6.4,en,"[28, 35, 10749]"
1338,Deuce Bigalow: Male Gigolo,65538755,9.411,689,5.5,en,[35]
1339,The Ten Commandments,65500000,11.848,671,7.6,en,"[18, 36]"
1340,Battleship,65422625,15.284,3563,5.6,en,"[28, 12, 878, 53]"
1341,Step Up,65328121,14.128,2504,6.9,en,"[80, 18, 10402, 10749]"
1342,Lethal Weapon,65207127,12.998,2595,7.2,en,"[28, 12, 35, 80, 53]"
1343,The Visit,65206105,9.985,2970,6.2,en,"[27, 9648, 53]"
1344,Jack the Giant Slayer,65187603,11.974,3646,5.7,en,"[28, 12, 14, 10751]"
1345,Think Like a Man Too,65182182,9.202,349,6.4,en,"[35, 10749]"
1346,Now You See Me 2,65075540,15.27,7502,6.8,en,"[28, 35, 53]"
1347,About Schmidt,65016287,8.678,683,6.8,en,"[35, 18]"
1348,Exodus: Gods and Kings,65014513,19.465,3167,5.8,en,"[28, 12, 18]"
1349,Wolf,65002597,10.441,492,6.1,en,"[18, 14, 27]"
1350,Friday the 13th,65002019,13.17,1404,5.8,en,[27]
1351,Friday the 13th,65002019,15.429,1467,6.4,en,[27]
1352,Pitch Perfect,65001093,15.168,4681,7.3,en,"[35, 10402, 10749]"
1353,Stuart Little 2,64956806,10.803,1472,5.6,en,"[12, 16, 35, 10751]"
1354,Mirror Mirror,64935167,21.28,2353,5.9,en,"[12, 35, 18, 14, 10751]"
1355,Staying Alive,64892670,8.344,227,5.4,en,"[18, 10402]"
1356,Flushed Away,64665672,16.925,2253,6.1,en,"[12, 16, 35, 10751]"
1357,L.A. Confidential,64616940,11.806,2609,7.8,en,"[80, 9648]"
1358,Dirty Dancing,64577242,19.902,3577,7.4,en,"[18, 10402, 10749]"
1359,Dirty Dancing,64577242,13.593,276,5.4,en,"[18, 10402, 10749, 10770]"
1360,Chronicle,64575175,10.56,3371,6.7,en,"[18, 878, 53]"
1361,A Dog's Purpose,64508620,12.38,1783,7.3,en,"[12, 35, 18, 14, 10751]"
1362,The Happening,64506874,12.077,1935,5.1,en,"[878, 53]"
1363,The Purge,64473115,19.213,5460,6.2,en,"[27, 878, 53]"
1364,The Wedding Ringer,64460211,15.053,1063,6.5,en,[35]
1365,Field of Dreams,64431625,9.908,764,7.2,en,"[18, 14]"
1366,Miracle,64378093,10.324,326,7.1,en,"[18, 36]"
1367,Jackass: The Movie,64255312,11.554,762,6.1,en,"[35, 99]"
1368,The Nut Job,64251541,10.738,600,5.6,en,"[12, 16, 35, 10751]"
1369,Down to Earth,64186502,12.593,197,5.2,en,"[35, 14, 878, 10749]"
1370,17 Again,64167069,11.023,3340,6.2,en,[35]
1371,Ice Age: Collision Course,64063008,19.275,2715,5.9,en,"[12, 16, 35, 10751]"
1372,Life,64016268,17.399,4698,6.4,en,"[27, 878, 53]"
1373,Life,64016268,10.734,391,6.6,en,"[35, 80]"
1374,Happy Feet Two,64006466,9.098,871,6.0,en,"[16, 35, 10751]"
1375,Diary of a Wimpy Kid,64003625,11.627,860,6.0,en,"[35, 10751]"
1376,Sky High,63946815,9.826,1337,6.0,en,"[12, 35, 10751]"
1377,Last Vegas,63914167,18.434,1351,6.4,en,[35]
1378,Mona Lisa Smile,63860942,9.314,1061,6.9,en,"[18, 10749]"
1379,The Shape of Water,63859435,19.196,8203,7.2,en,"[18, 14, 10749]"
1380,In & Out,63856929,9.339,384,6.5,en,[35]
1381,The Fifth Element,63820180,27.391,6934,7.5,en,"[28, 12, 14, 878, 53]"
1382,Working Girl,63779477,10.014,489,6.6,en,"[35, 10749]"
1383,The Witches of Eastwick,63766510,13.114,706,6.4,en,"[35, 18, 14, 27]"
1384,What About Bob?,63707829,7.946,461,6.8,en,[35]
1385,Unknown,63686397,11.292,2301,6.6,en,"[28, 9648, 53]"
1386,Unknown,63686397,8.189,216,6.4,en,[53]
1387,Babe,63658910,11.207,1776,6.1,en,"[35, 18, 14, 10751]"
1388,Thunderball,63595658,19.892,1143,6.7,en,"[28, 12, 53]"
1389,Risky Business,63541777,9.632,648,6.6,en,"[35, 18, 10749]"
1390,Hope Springs,63536011,7.171,478,6.1,en,"[18, 35, 10749]"
1391,The Fox and the Hound,63456988,14.518,1989,7.1,en,"[12, 16, 18, 10751]"
1392,Miami Vice,63450470,14.64,965,5.9,en,"[28, 12, 80, 53]"
1393,The Time Traveler's Wife,63414846,9.886,1543,6.9,en,"[18, 14, 10749]"
1394,Tango & Cash,63408614,12.399,997,6.3,en,"[28, 12, 35]"
1395,She's All That,63366989,11.116,1121,6.1,en,"[35, 10749]"
1396,Madea's Family Reunion,63318000,10.643,112,6.1,en,"[35, 18, 10749]"
1397,Bewitched,63313159,11.126,996,5.0,en,"[35, 14, 10749]"
1398,Saw IV,63300095,14.078,2112,6.1,en,"[80, 27, 53]"
1399,The Boss,63285885,9.08,926,5.8,en,[35]
1400,Dave,63270710,8.966,390,6.5,en,[35]
1401,The Holiday,63224849,9.821,2951,7.0,en,"[35, 10749]"
1402,Rising Sun,63179523,8.93,388,6.1,en,"[28, 18, 53]"
